0154724077547792025010100547+41009-074736FM-15+0178K12N V0200405N002159999999N9999997N5+00785+00335100485ADDAA101000095MA1100415098305REMMET08112/31/24 19:54:03 METAR K12N 010054Z 04004KT 08/03 A2965 RMK AO1 SLP048 T00780033EQDR01      7SKY009R02      7GAS009
0160724077547792025010101547+41009-074736FM-15+0178K12N V0203605N002159999999N9999997N5+00615+00395100385ADDAA101002395MA1100305098205REMMET08712/31/24 20:54:03 METAR K12N 010154Z 36004KT 06/04 A2962 RMK AO1 SLP038 P0008 T00610039EQDR01      7SKY009R02      7GAS009
0213724077547792025010102547+41009-074736FM-15+0178K12N V0200205N003159999999N9999997N5+00615+00505100115ADDAA101004195AA203005891MA1100075097975MD1890529+9999REMMET09912/31/24 21:54:03 METAR K12N 010254Z 02006KT 06/05 A2955 RMK AO1 SLP011 P0015 60023 T00610050 58052EQDQ01  00588PRCP03R01      7SKY009R02      7GAS009
0160724077547792025010103547+41009-074736FM-15+0178K12N V0200305N002659999999N9999997N5+00675+00505099915ADDAA101001395MA1099865097775REMMET08712/31/24 22:54:03 METAR K12N 010354Z 03005KT 07/05 A2949 RMK AO1 SLP991 P0007 T00670050EQDR01      7SKY009R02      7GAS009
0196724077547792025010104547+41009-074736FM-15+0178K12N V0209999V002159999999N9999997N5+00615+00505099885ADDAA101000895KA1240M+01221KA2240N-00281MA1099865097775REMMET09712/31/24 23:54:03 METAR K12N 010454Z VRB04KT 06/05 A2949 RMK AO1 SLP988 P0002 T00610050 401221028EQDR01      7SKY009R02      7GAS009
0902724077547792025010104596+41009-074736SOD  +0178K12N V020999999999999999999999999999+99999+99999999999ADDAA124008496KA1240M+01225KA2240N-00275MG1098834099864OE11240076015014495OE22240044703021425OE33240011299999995REMSOD73024 HR PRECIPITATION (IN):0.33  24 HR MAX TEMP (F):54 24 HR MAX TEMP TIME (LST):1428 24 HR MIN TEMP (F):27 24 HR MIN TEMP TIME (LST):0809 AVERAGE STATION PRESSURE:29.185 MINIMUM SEA LEVEL PRESSURE:29.49 TIME OF OCCURRENCE:2359 PEAK WIND SPEED (MPH):17  PEAK WIND DIR (DEG):150 PEAK WIND TIME (LST):1449  FASTEST 2MIN SPEED (MPH):10 FASTEST 2MIN DIR (DEG):30  FASTEST 2MIN TIME (LST):2142 AVERAGE WIND SPEED (MPH):2.5  24 HR AVG TEMP (F):41 HEATING DEGREE DAYS:24  COOLING DEGREE DAYS:0   LATEST DAY MAX TEMP (0700-1900 LST):54  LATEST NIGHT MIN TEMP(1900-0800 LST):27 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.09 0.16 0.05 0.03EQDR01  0.337AAP092R02     N7GJS072R03     N7GKS075
1324724077547792025010104596+41009-074736SOM  +0178K12N V020999999999999999999999999999+99999+99999999999ADDAB10121496AD10050891011999999996AE1166126015015AH1005004191114025AH2010005391114025AH3015005891114095AH4020006491117215AH5030008191117265AH6045010291117235AI1060013091117235AI2080016591117235AI3100018391117375AI4120019691117485AI5150020891118185AI6180021691118455KB1744N-05175KB2744M+04675KB3744A-00225KC1N9-01882399995KC2M9+01611199995KD1744H10296KD2744C00005KE1055005276015MH1099984102244MK1104981409535099531117015REMSOM796PCP MTOT:4.78 PCP GT 24HRS:2.00 DATE(S):10-11 DAYS W/PCP >=.01:16 DAYS W/PCP >=.10:12 DAYS W/ PCP >=.50:1 DAYS W/PCP >=1.00:1 MSDP AMTS W/DATE-TIME TAGS:MIN:5 0.16  11/1402 MIN:10 0.21  11/1402 MIN:15 0.23  11/1409 MIN:20 0.25  11/1721 MIN:30 0.32  11/1726 MIN:45 0.40  11/1723 MIN:60 0.51  11/1723 MIN:80 0.65  11/1723 MIN:100 0.72  11/1737 MIN:120 0.77  11/1748 MIN:150 0.82  11/1818 MIN:180 0.85  11/1845 AVG DLY MIN:22.7  AVG DLY MAX:40.4  AVG MLY TMP:31.6  MIN TMP:-2 DATE(S):23 MAX TMP:61  DATE(S):11 DAYS MAX <=32:5 DAYS MAX >=90:0  DAYS MIN <=32:27 DAYS MIN  <=0:1  AVG STP:29.525 LWST SLP:29.39 DATE/TIME:111701 HGST SLP:31.00 DATE/TIME:140953 HDD MTH TOT:1029 DEP NORM:-2553 SEASON(JUL 1-JUN 30):1977 DEP NORM:-25536 CDD MTH TOT:0 DEP NORM:-2553 SEASON(JAN 1-DEC 31):802 DEP NORM:-25536EQDR01  4.787ABP070R02  2.007ADP081R03    167AE1100R04    1 7AE2103R05  10297KDH045R06    277KE3038
0251724077547792025010105547+41009-074736FM-15+0178K12N V0203605N001559999999N9999997N5+00565+00445099835ADDAA101000595AA206008991KA1060M+00831KA2060N+00561MA1099805097705MD1690259+9999REMMET11101/01/25 00:54:02 METAR K12N 010554Z 36003KT 06/04 A2947 RMK AO1 SLP983 P0003 60035 T00560044 10083 20056 56025EQDQ01  00888PRCP06R01      7SKY009R02      7GAS009
0160724077547792025010106547+41009-074736FM-15+0178K12N V0200205N002159999999N9999997N5+00505+00395099855ADDAA101000395MA1099835097735REMMET08701/01/25 01:54:02 METAR K12N 010654Z 02004KT 05/04 A2948 RMK AO1 SLP985 P0001 T00500039EQDR01      7SKY009R02      7GAS009
0154724077547792025010107547+41009-074736FM-15+0178K12N V0209999C000059999999N9999997N5+00505+00445099855ADDAA101000095MA1099835097735REMMET08101/01/25 02:54:02 METAR K12N 010754Z 00000KT 05/04 A2948 RMK AO1 SLP985 T00500044EQDR01      7SKY009R02      7GAS009
